age,job,marital,education,default,balance,housing,loan,contact,day,month,pdays,poutcome,deposit,deposit_encoded,duration_log,campaign_log,previous_log,cluster
31.0,self-employed,married,tertiary,no,322.0,yes,no,unknown,8,may,-1.0,unknown,no,0.0,5.075173815233827,0.6931471805599453,0.0,1
55.0,entrepreneur,married,secondary,no,113.0,yes,no,unknown,12,jun,-1.0,unknown,no,0.0,5.231108616854587,0.6931471805599453,0.0,1
38.0,entrepreneur,married,secondary,no,2139.0,yes,no,unknown,9,may,-1.0,unknown,no,0.0,6.3578422665081,0.6931471805599453,0.0,1
52.0,unemployed,married,secondary,no,2251.0,yes,no,unknown,3,jun,-1.0,unknown,no,0.0,4.07753744390572,1.9459101490553132,0.0,0
57.0,management,divorced,unknown,no,0.0,no,no,unknown,13,may,-1.0,unknown,no,0.0,4.564348191467836,0.6931471805599453,0.0,1
65.0,management,divorced,tertiary,no,2756.0,no,no,cellular,23,sep,-1.0,unknown,no,0.0,6.9411900550683745,1.0986122886681098,0.0,3
53.0,retired,married,tertiary,no,4087.0,no,no,cellular,13,aug,-1.0,unknown,no,0.0,4.48863636973214,1.0986122886681098,0.0,3
34.0,technician,single,tertiary,no,2047.0,yes,no,cellular,28,jul,-1.0,unknown,no,0.0,4.060443010546419,1.791759469228055,0.0,0
41.0,self-employed,single,tertiary,no,0.0,no,no,cellular,18,nov,-1.0,unknown,no,0.0,5.54907608489522,0.6931471805599453,0.0,1
44.0,unemployed,married,tertiary,no,1151.0,yes,no,unknown,5,jun,-1.0,unknown,no,0.0,4.852030263919617,1.0986122886681098,0.0,1
49.0,technician,married,secondary,no,4087.0,no,no,cellular,25,aug,-1.0,unknown,no,0.0,4.110873864173311,1.6094379124341003,0.0,3
39.0,technician,married,secondary,no,1.0,yes,no,unknown,26,may,-1.0,unknown,no,0.0,6.2285110035911835,1.0986122886681098,0.0,1
54.0,management,married,tertiary,no,203.0,no,no,cellular,21,nov,-1.0,unknown,no,0.0,4.2626798770413155,0.6931471805599453,0.0,1
22.0,student,single,secondary,no,2162.0,no,no,telephone,2,feb,-1.0,unknown,no,0.0,5.1298987149230735,0.6931471805599453,0.0,1
31.0,admin.,married,secondary,no,337.0,no,no,unknown,12,may,-1.0,unknown,no,0.0,3.9512437185814275,0.6931471805599453,0.0,1
53.0,housemaid,married,unknown,no,0.0,no,no,cellular,22,aug,-1.0,unknown,no,0.0,5.337538079701318,0.6931471805599453,0.0,1
59.0,technician,divorced,secondary,no,2.0,no,no,cellular,26,aug,-1.0,unknown,no,0.0,5.10594547390058,1.0986122886681098,0.0,0
59.0,admin.,married,secondary,no,1365.0,no,no,unknown,19,jun,-1.0,unknown,no,0.0,5.793013608384144,0.6931471805599453,0.0,1
56.0,management,married,tertiary,no,2366.0,yes,yes,cellular,3,feb,53.375,failure,no,0.0,6.289715570908998,1.0986122886681098,1.252762968495368,2
52.0,management,divorced,tertiary,no,-803.0,yes,no,cellular,7,aug,-1.0,unknown,no,0.0,4.882801922586371,1.3862943611198906,0.0,0
57.0,entrepreneur,divorced,tertiary,no,873.0,no,no,unknown,17,jun,-1.0,unknown,no,0.0,6.091309882077698,1.3862943611198906,0.0,0
41.0,admin.,married,secondary,no,-76.0,yes,no,cellular,16,apr,-1.0,unknown,no,0.0,5.575949103146316,0.6931471805599453,0.0,1
39.0,housemaid,married,tertiary,no,2990.0,no,no,telephone,30,apr,-1.0,unknown,no,0.0,4.852030263919617,1.6094379124341003,0.0,0
35.0,management,divorced,tertiary,no,538.0,yes,no,unknown,12,may,-1.0,unknown,no,0.0,4.204692619390966,1.6094379124341003,0.0,0
53.0,management,divorced,tertiary,no,4087.0,yes,no,telephone,23,jul,-1.0,unknown,no,0.0,5.318119993844216,1.0986122886681098,0.0,3
35.0,technician,married,secondary,no,840.0,yes,no,cellular,29,jul,-1.0,unknown,no,0.0,5.641907070938114,1.6094379124341003,0.0,0
25.0,technician,single,secondary,no,1847.0,no,no,cellular,26,may,-1.0,unknown,no,0.0,4.927253685157205,1.0986122886681098,0.0,1
34.0,services,married,secondary,no,40.0,yes,no,cellular,17,jul,-1.0,unknown,no,0.0,5.713732805509369,1.0986122886681098,0.0,1
38.0,self-employed,married,secondary,no,30.0,no,no,unknown,16,jun,-1.0,unknown,no,0.0,4.5217885770490405,0.6931471805599453,0.0,1
42.0,management,married,primary,no,860.0,yes,no,unknown,15,may,-1.0,unknown,no,0.0,4.51085950651685,1.3862943611198906,0.0,0
28.0,self-employed,single,secondary,no,123.0,yes,no,unknown,9,may,-1.0,unknown,no,0.0,4.584967478670572,0.6931471805599453,0.0,1
35.0,blue-collar,married,secondary,no,667.0,yes,no,cellular,14,may,53.375,other,no,0.0,2.3978952727983707,1.791759469228055,1.252762968495368,2
34.0,admin.,single,secondary,no,601.0,no,no,cellular,17,nov,-1.0,unknown,no,0.0,5.220355825078324,1.3862943611198906,0.0,0
32.0,technician,married,secondary,no,616.0,yes,no,cellular,27,aug,-1.0,unknown,no,0.0,4.77912349311153,1.9459101490553132,0.0,0
38.0,entrepreneur,married,unknown,no,259.0,no,no,cellular,18,nov,-1.0,unknown,no,0.0,4.1588830833596715,0.6931471805599453,0.0,1
32.0,management,single,tertiary,no,307.0,no,no,cellular,25,jan,53.375,success,no,0.0,4.574710978503383,0.6931471805599453,1.252762968495368,2
41.0,management,married,tertiary,no,-29.0,no,no,cellular,29,jan,53.375,failure,no,0.0,3.7376696182833684,1.0986122886681098,1.0986122886681098,2
41.0,blue-collar,married,secondary,no,849.0,yes,yes,cellular,12,may,-1.0,unknown,no,0.0,4.61512051684126,1.6094379124341003,0.0,0
26.0,management,single,tertiary,no,47.0,yes,no,cellular,18,may,-1.0,unknown,no,0.0,4.1588830833596715,0.6931471805599453,0.0,1
60.0,retired,married,tertiary,no,2194.0,yes,no,telephone,20,apr,53.375,failure,no,0.0,3.4657359027997265,1.3862943611198906,1.252762968495368,2
51.0,services,married,unknown,no,3413.0,no,no,cellular,27,aug,-1.0,unknown,no,0.0,4.990432586778736,1.9459101490553132,0.0,0
24.0,services,single,secondary,no,1299.0,yes,yes,cellular,18,may,-1.0,unknown,no,0.0,4.736198448394496,1.0986122886681098,0.0,1
37.0,blue-collar,married,unknown,no,622.0,yes,no,cellular,11,may,-1.0,unknown,no,0.0,5.170483995038151,0.6931471805599453,0.0,1
44.0,technician,married,secondary,no,1901.0,no,no,cellular,6,aug,-1.0,unknown,no,0.0,5.111987788356544,1.0986122886681098,0.0,3
74.0,retired,divorced,primary,no,166.0,no,no,cellular,13,aug,-1.0,unknown,no,0.0,4.605170185988092,0.6931471805599453,0.0,1
50.0,technician,married,secondary,no,1717.0,no,no,telephone,7,jul,-1.0,unknown,no,0.0,6.0330862217988015,1.9459101490553132,0.0,0
31.0,management,single,tertiary,no,-160.0,yes,no,unknown,28,may,-1.0,unknown,no,0.0,5.313205979041787,1.0986122886681098,0.0,0
31.0,admin.,married,secondary,no,89.0,no,no,unknown,7,may,-1.0,unknown,no,0.0,5.697093486505405,1.3862943611198906,0.0,1
25.0,management,single,tertiary,no,493.0,yes,no,unknown,4,jun,-1.0,unknown,no,0.0,5.71042701737487,0.6931471805599453,0.0,1
39.0,entrepreneur,married,tertiary,no,2644.0,yes,no,unknown,20,may,-1.0,unknown,no,0.0,5.537334267018537,0.6931471805599453,0.0,3
30.0,management,single,tertiary,no,596.0,no,no,cellular,4,jun,-1.0,unknown,no,0.0,4.836281906951478,1.0986122886681098,0.0,1
60.0,management,married,secondary,no,0.0,no,no,cellular,20,may,53.375,failure,no,0.0,5.7745515455444085,1.6094379124341003,1.252762968495368,2
48.0,technician,married,secondary,no,606.0,yes,no,cellular,19,aug,-1.0,unknown,no,0.0,5.44673737166631,1.6094379124341003,0.0,0
30.0,entrepreneur,married,secondary,no,-346.0,yes,yes,cellular,22,jul,-1.0,unknown,no,0.0,4.48863636973214,0.6931471805599453,0.0,1
43.0,services,single,secondary,no,550.0,yes,no,cellular,13,may,-1.0,unknown,no,0.0,4.68213122712422,1.0986122886681098,0.0,1
44.0,technician,single,primary,no,237.0,yes,no,cellular,25,jul,-1.0,unknown,no,0.0,4.007333185232471,0.6931471805599453,0.0,1
29.0,blue-collar,single,secondary,no,415.0,no,yes,cellular,28,jan,-1.0,unknown,no,0.0,5.087596335232384,0.6931471805599453,0.0,1
46.0,unemployed,married,secondary,no,-125.0,yes,no,unknown,6,may,-1.0,unknown,no,0.0,3.1780538303479458,0.6931471805599453,0.0,1
28.0,blue-collar,single,tertiary,no,1984.0,yes,no,cellular,4,may,14.0,failure,no,0.0,3.4965075614664802,1.0986122886681098,0.6931471805599453,2
34.0,entrepreneur,married,tertiary,no,121.0,yes,no,telephone,18,may,-1.0,unknown,no,0.0,4.060443010546419,1.9459101490553132,0.0,0
42.0,management,divorced,tertiary,no,266.0,no,yes,cellular,28,jan,-1.0,unknown,no,0.0,5.43372200355424,0.6931471805599453,0.0,1
59.0,retired,married,secondary,no,1723.0,no,no,unknown,19,jun,-1.0,unknown,no,0.0,4.2626798770413155,0.6931471805599453,0.0,3
27.0,blue-collar,single,secondary,no,1049.0,no,no,telephone,29,jan,-1.0,unknown,no,0.0,5.966146739123692,1.3862943611198906,0.0,0
36.0,blue-collar,married,primary,no,21.0,no,no,telephone,20,nov,-1.0,unknown,no,0.0,3.58351893845611,0.6931471805599453,0.0,1
34.0,blue-collar,single,secondary,no,341.0,yes,no,unknown,8,may,-1.0,unknown,no,0.0,5.278114659230517,0.6931471805599453,0.0,1
30.0,management,married,tertiary,no,233.0,yes,no,unknown,14,may,-1.0,unknown,no,0.0,5.948034989180646,1.9459101490553132,0.0,0
50.0,technician,married,tertiary,no,247.0,no,no,unknown,23,may,-1.0,unknown,no,0.0,5.159055299214529,0.6931471805599453,0.0,1
50.0,technician,married,tertiary,no,3117.0,no,no,cellular,20,nov,53.375,failure,no,0.0,3.8066624897703196,1.0986122886681098,0.6931471805599453,2
45.0,entrepreneur,married,secondary,no,242.0,no,yes,cellular,4,feb,53.375,failure,no,0.0,6.236369590203704,0.6931471805599453,1.252762968495368,2
40.0,blue-collar,single,unknown,no,24.0,yes,no,unknown,5,may,-1.0,unknown,no,0.0,5.225746673713202,0.6931471805599453,0.0,1
49.0,management,married,tertiary,no,4087.0,no,no,cellular,17,nov,-1.0,unknown,no,0.0,5.786897381366708,1.0986122886681098,0.0,3
54.0,retired,married,secondary,no,1851.0,no,no,unknown,11,jun,-1.0,unknown,no,0.0,5.6937321388027,1.3862943611198906,0.0,3
31.0,blue-collar,single,secondary,no,573.0,yes,no,telephone,5,feb,53.375,failure,no,0.0,4.07753744390572,0.6931471805599453,1.0986122886681098,2
35.0,self-employed,married,tertiary,no,1178.0,yes,yes,cellular,15,apr,53.375,failure,no,0.0,5.3981627015177525,1.0986122886681098,1.252762968495368,2
34.0,blue-collar,married,tertiary,no,748.0,yes,yes,cellular,6,may,-1.0,unknown,no,0.0,5.087596335232384,0.6931471805599453,0.0,1
48.0,admin.,divorced,secondary,no,-407.0,yes,no,cellular,14,may,53.375,failure,no,0.0,5.351858133476067,1.0986122886681098,0.6931471805599453,2
51.0,blue-collar,married,secondary,no,4087.0,no,no,cellular,29,aug,-1.0,unknown,no,0.0,2.1972245773362196,1.9459101490553132,0.0,0
47.0,unemployed,single,tertiary,no,2500.0,no,no,cellular,30,jan,-1.0,unknown,no,0.0,5.484796933490655,0.6931471805599453,0.0,3
45.0,retired,single,secondary,yes,86.0,no,no,cellular,21,nov,-1.0,unknown,no,0.0,4.174387269895637,1.791759469228055,0.0,0
33.0,management,married,tertiary,no,968.0,no,yes,cellular,28,aug,-1.0,unknown,no,0.0,4.564348191467836,1.9459101490553132,0.0,0
33.0,services,single,secondary,no,192.0,no,no,cellular,24,jul,-1.0,unknown,no,0.0,5.545177444479562,0.6931471805599453,0.0,1
27.0,unemployed,single,primary,no,93.0,no,no,unknown,11,oct,-1.0,unknown,no,0.0,1.6094379124341003,0.6931471805599453,0.0,1
47.0,technician,married,secondary,no,0.0,yes,no,cellular,25,may,-1.0,unknown,no,0.0,5.459585514144159,0.6931471805599453,0.0,1
54.0,self-employed,divorced,tertiary,no,0.0,yes,yes,cellular,29,jan,-1.0,unknown,no,0.0,5.736572297479192,1.3862943611198906,0.0,0
37.0,management,married,tertiary,no,-491.0,yes,no,cellular,5,feb,-1.0,unknown,no,0.0,4.394449154672439,1.0986122886681098,0.0,1
43.0,management,married,unknown,no,1517.0,no,no,unknown,20,jun,-1.0,unknown,no,0.0,3.828641396489095,0.6931471805599453,0.0,1
49.0,management,married,tertiary,no,0.0,yes,no,cellular,18,nov,-1.0,unknown,no,0.0,4.634728988229636,0.6931471805599453,0.0,1
43.0,unemployed,married,secondary,no,775.0,no,no,cellular,14,aug,53.375,failure,no,0.0,4.59511985013459,0.6931471805599453,0.6931471805599453,2
27.0,admin.,single,secondary,no,276.0,yes,no,unknown,19,may,-1.0,unknown,no,0.0,5.7430031878094825,1.0986122886681098,0.0,1
44.0,services,married,secondary,no,4087.0,yes,yes,cellular,15,may,-1.0,unknown,no,0.0,5.278114659230517,0.6931471805599453,0.0,3
37.0,management,divorced,tertiary,no,0.0,yes,no,cellular,11,may,-1.0,unknown,no,0.0,5.384495062789089,1.9459101490553132,0.0,0
50.0,services,married,secondary,no,901.0,yes,no,unknown,20,jun,-1.0,unknown,no,0.0,2.1972245773362196,1.9459101490553132,0.0,0
50.0,entrepreneur,married,primary,no,431.0,yes,no,cellular,20,apr,-1.0,unknown,no,0.0,2.5649493574615367,1.791759469228055,0.0,0
52.0,services,married,primary,no,911.0,no,no,unknown,20,jun,-1.0,unknown,no,0.0,3.4011973816621555,1.0986122886681098,0.0,0
26.0,admin.,single,secondary,no,96.0,no,no,cellular,6,may,53.375,failure,no,0.0,6.408528791059498,0.6931471805599453,0.6931471805599453,2
35.0,technician,married,secondary,no,0.0,yes,yes,cellular,17,nov,-1.0,unknown,no,0.0,5.298317366548036,0.6931471805599453,0.0,1
47.0,services,divorced,secondary,no,-288.0,yes,no,unknown,28,may,-1.0,unknown,no,0.0,4.68213122712422,1.9459101490553132,0.0,0
55.0,services,divorced,primary,no,2923.0,yes,no,unknown,15,may,-1.0,unknown,no,0.0,4.653960350157523,1.0986122886681098,0.0,3
26.0,blue-collar,single,primary,no,16.0,no,yes,cellular,8,jul,-1.0,unknown,no,0.0,5.521460917862246,1.0986122886681098,0.0,1
37.0,self-employed,married,secondary,no,744.0,yes,yes,cellular,21,aug,-1.0,unknown,no,0.0,5.087596335232384,1.3862943611198906,0.0,0
56.0,blue-collar,married,primary,no,551.0,no,no,unknown,29,may,-1.0,unknown,no,0.0,3.332204510175204,0.6931471805599453,0.0,0
33.0,management,married,tertiary,no,322.0,yes,no,cellular,16,apr,-1.0,unknown,no,0.0,4.356708826689592,1.3862943611198906,0.0,0
36.0,blue-collar,married,secondary,no,199.0,yes,no,cellular,9,jul,-1.0,unknown,no,0.0,5.214935757608986,0.6931471805599453,0.0,1
32.0,management,single,tertiary,no,0.0,no,no,cellular,22,aug,-1.0,unknown,no,0.0,5.8888779583328805,1.0986122886681098,0.0,1
30.0,technician,single,tertiary,no,0.0,no,no,cellular,28,aug,-1.0,unknown,no,0.0,5.572154032177765,1.9459101490553132,0.0,0
39.0,management,single,tertiary,no,633.0,no,no,cellular,19,nov,53.375,failure,no,0.0,4.663439094112067,1.0986122886681098,1.252762968495368,2
28.0,management,single,tertiary,no,203.0,no,no,cellular,29,jan,-1.0,unknown,no,0.0,4.983606621708336,1.0986122886681098,0.0,0
36.0,self-employed,single,tertiary,no,583.0,no,no,cellular,30,jan,53.375,other,no,0.0,6.756932389247553,0.6931471805599453,0.6931471805599453,2
39.0,admin.,single,secondary,no,2749.0,yes,no,cellular,19,nov,-1.0,unknown,no,0.0,4.859812404361672,0.6931471805599453,0.0,3
48.0,management,divorced,secondary,no,769.0,no,yes,cellular,28,jan,53.375,other,no,0.0,4.07753744390572,1.0986122886681098,1.252762968495368,2
34.0,blue-collar,married,secondary,no,1924.0,yes,yes,cellular,1,apr,53.375,failure,no,0.0,5.087596335232384,1.0986122886681098,0.6931471805599453,2
50.0,blue-collar,married,primary,no,1064.0,yes,no,cellular,8,aug,-1.0,unknown,no,0.0,3.4657359027997265,1.0986122886681098,0.0,0
26.0,admin.,single,secondary,no,1099.0,no,no,cellular,15,jan,53.375,other,no,0.0,4.605170185988092,1.0986122886681098,1.252762968495368,2
35.0,entrepreneur,married,secondary,no,2971.0,no,no,cellular,21,nov,-1.0,unknown,no,0.0,4.727387818712341,1.0986122886681098,0.0,3
44.0,blue-collar,married,primary,no,2657.0,yes,no,unknown,20,jun,-1.0,unknown,no,0.0,5.313205979041787,1.0986122886681098,0.0,3
47.0,management,married,secondary,no,21.0,yes,no,cellular,18,nov,-1.0,unknown,no,0.0,5.438079308923196,1.0986122886681098,0.0,1
62.0,management,married,tertiary,no,0.0,no,no,cellular,13,apr,53.375,failure,no,0.0,4.736198448394496,1.3862943611198906,1.252762968495368,2
55.0,management,single,tertiary,no,0.0,no,no,cellular,3,nov,53.375,failure,no,0.0,5.407171771460119,1.3862943611198906,1.252762968495368,2
26.0,management,single,tertiary,no,4087.0,no,no,cellular,4,sep,53.375,other,no,0.0,4.736198448394496,0.6931471805599453,1.0986122886681098,2
74.5,retired,married,secondary,no,433.0,no,no,telephone,15,sep,53.375,failure,no,0.0,5.087596335232384,0.6931471805599453,0.6931471805599453,2
28.0,technician,single,tertiary,no,375.0,yes,no,cellular,14,may,53.375,other,no,0.0,3.784189633918261,0.6931471805599453,0.6931471805599453,2
41.0,services,married,secondary,no,2399.0,yes,no,cellular,15,may,53.375,failure,no,0.0,5.717027701406222,1.0986122886681098,1.0986122886681098,2
25.0,technician,single,tertiary,no,148.0,no,no,cellular,23,jul,-1.0,unknown,no,0.0,6.045005314036012,0.6931471805599453,0.0,1
40.0,entrepreneur,divorced,tertiary,no,224.0,no,no,unknown,20,jun,-1.0,unknown,no,0.0,6.408528791059498,0.6931471805599453,0.0,1
35.0,blue-collar,married,primary,no,147.0,yes,no,cellular,5,may,53.375,failure,no,0.0,5.883322388488279,0.6931471805599453,1.252762968495368,2
65.0,retired,divorced,secondary,no,744.0,no,no,cellular,5,jul,-1.0,unknown,no,0.0,5.209486152841421,0.6931471805599453,0.0,1
40.0,self-employed,single,tertiary,no,-94.0,yes,no,cellular,16,jul,-1.0,unknown,no,0.0,4.51085950651685,0.6931471805599453,0.0,1
43.0,management,divorced,tertiary,no,9.0,yes,no,cellular,26,aug,53.375,failure,no,0.0,4.499809670330265,1.791759469228055,0.6931471805599453,2
29.0,management,single,tertiary,no,1218.0,no,no,cellular,30,jan,-1.0,unknown,no,0.0,5.556828061699537,1.0986122886681098,0.0,0
48.0,management,single,secondary,no,1106.0,no,yes,cellular,8,jul,-1.0,unknown,no,0.0,5.583496308781699,0.6931471805599453,0.0,1
35.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,9,jul,-1.0,unknown,no,0.0,5.627621113690637,0.6931471805599453,0.0,1
30.0,technician,single,secondary,no,167.0,no,no,unknown,14,sep,-1.0,unknown,no,0.0,2.302585092994046,0.6931471805599453,0.0,1
32.0,management,single,tertiary,no,0.0,yes,no,cellular,20,apr,-1.0,unknown,no,0.0,6.030685260261263,1.0986122886681098,0.0,1
30.0,student,married,tertiary,no,324.0,no,no,cellular,25,aug,-1.0,unknown,no,0.0,6.373319789577012,1.6094379124341003,0.0,0
30.0,admin.,single,secondary,no,127.0,yes,no,cellular,18,may,53.375,other,no,0.0,2.833213344056216,1.9459101490553132,0.6931471805599453,2
24.0,admin.,married,secondary,no,230.0,yes,no,cellular,15,may,-1.0,unknown,no,0.0,4.30406509320417,0.6931471805599453,0.0,1
29.0,technician,married,secondary,no,344.0,yes,yes,unknown,28,may,-1.0,unknown,no,0.0,5.634789603169249,1.0986122886681098,0.0,1
44.0,management,married,tertiary,no,105.0,yes,no,unknown,6,may,-1.0,unknown,no,0.0,6.9411900550683745,1.0986122886681098,0.0,1
42.0,blue-collar,married,secondary,no,634.0,yes,no,cellular,24,jul,-1.0,unknown,no,0.0,5.54907608489522,1.0986122886681098,0.0,0
45.0,housemaid,married,primary,no,317.0,yes,no,cellular,8,apr,-1.0,unknown,no,0.0,5.786897381366708,1.0986122886681098,0.0,1
57.0,housemaid,married,primary,no,2234.0,no,no,unknown,11,jun,-1.0,unknown,no,0.0,5.308267697401205,1.791759469228055,0.0,0
36.0,blue-collar,married,primary,no,223.0,yes,no,unknown,14,jul,-1.0,unknown,no,0.0,2.5649493574615367,1.3862943611198906,0.0,0
49.0,technician,married,primary,no,230.0,yes,no,unknown,8,may,-1.0,unknown,no,0.0,4.574710978503383,0.6931471805599453,0.0,1
30.0,technician,single,tertiary,no,0.0,no,no,cellular,15,sep,-1.0,unknown,no,0.0,5.3706380281276624,1.0986122886681098,0.0,1
48.0,management,divorced,tertiary,no,313.0,no,no,cellular,8,may,-1.0,unknown,no,0.0,5.342334251964811,0.6931471805599453,0.0,1
32.0,services,married,secondary,no,289.0,yes,no,cellular,2,feb,53.375,failure,no,0.0,4.1588830833596715,0.6931471805599453,1.0986122886681098,2
35.0,technician,married,secondary,no,0.0,yes,no,cellular,6,apr,-1.0,unknown,no,0.0,4.941642422609304,0.6931471805599453,0.0,1
40.0,entrepreneur,married,primary,no,3676.0,yes,yes,unknown,15,may,-1.0,unknown,no,0.0,4.624972813284271,0.6931471805599453,0.0,3
32.0,housemaid,married,primary,no,-184.0,yes,no,cellular,6,feb,53.375,failure,no,0.0,4.867534450455582,1.0986122886681098,0.6931471805599453,2
37.0,admin.,single,tertiary,no,3954.0,yes,no,cellular,12,aug,53.375,failure,no,0.0,4.477336814478207,0.6931471805599453,1.0986122886681098,2
37.0,management,married,tertiary,no,2951.0,no,no,cellular,21,nov,-1.0,unknown,no,0.0,4.624972813284271,1.3862943611198906,0.0,3
43.0,management,married,tertiary,no,78.0,yes,no,cellular,21,nov,53.375,other,no,0.0,3.6109179126442243,0.6931471805599453,0.6931471805599453,2
48.0,technician,married,secondary,no,1526.0,no,no,cellular,6,aug,-1.0,unknown,no,0.0,5.6131281063880705,1.0986122886681098,0.0,1
36.0,technician,married,secondary,no,0.0,yes,no,cellular,21,jul,-1.0,unknown,no,0.0,5.267858159063328,1.791759469228055,0.0,0
33.0,unemployed,single,secondary,no,233.0,yes,no,unknown,8,may,-1.0,unknown,no,0.0,5.402677381872279,1.6094379124341003,0.0,0
33.0,management,married,secondary,no,67.0,yes,yes,unknown,23,may,-1.0,unknown,no,0.0,5.75890177387728,1.6094379124341003,0.0,0
36.0,services,single,primary,no,38.0,no,no,unknown,6,jun,-1.0,unknown,no,0.0,5.733341276897746,1.6094379124341003,0.0,1
65.0,retired,married,tertiary,no,1948.0,no,no,cellular,2,feb,-1.0,unknown,no,0.0,4.634728988229636,1.0986122886681098,0.0,3
50.0,housemaid,married,primary,no,4087.0,no,no,cellular,19,nov,-1.0,unknown,no,0.0,4.174387269895637,1.9459101490553132,0.0,3
34.0,management,single,tertiary,no,612.0,no,no,cellular,30,apr,-1.0,unknown,no,0.0,5.262690188904886,0.6931471805599453,0.0,1
35.0,entrepreneur,married,secondary,no,4087.0,yes,no,cellular,15,may,-1.0,unknown,no,0.0,3.5553480614894135,1.3862943611198906,0.0,3
32.0,management,single,tertiary,no,131.0,yes,no,cellular,11,aug,53.375,other,no,0.0,4.727387818712341,0.6931471805599453,0.6931471805599453,2
34.0,technician,single,secondary,no,4087.0,yes,yes,cellular,19,nov,-1.0,unknown,no,0.0,4.770684624465665,1.0986122886681098,0.0,3
34.0,blue-collar,married,secondary,no,-257.0,yes,no,cellular,15,may,53.375,failure,no,0.0,5.081404364984463,0.6931471805599453,1.252762968495368,2
33.0,blue-collar,married,primary,no,331.0,yes,no,unknown,30,may,-1.0,unknown,no,0.0,4.941642422609304,1.3862943611198906,0.0,0
45.0,blue-collar,married,secondary,no,105.0,yes,yes,unknown,13,may,-1.0,unknown,no,0.0,4.787491742782046,0.6931471805599453,0.0,1
35.0,blue-collar,married,secondary,no,1160.0,no,yes,telephone,19,nov,-1.0,unknown,no,0.0,4.143134726391533,0.6931471805599453,0.0,1
53.0,technician,married,secondary,no,4087.0,no,yes,cellular,2,feb,-1.0,unknown,no,0.0,5.43372200355424,1.0986122886681098,0.0,3
39.0,services,divorced,primary,no,471.0,yes,no,unknown,6,may,-1.0,unknown,no,0.0,5.087596335232384,1.0986122886681098,0.0,1
38.0,blue-collar,married,secondary,no,35.0,yes,no,unknown,28,may,-1.0,unknown,no,0.0,4.875197323201151,1.0986122886681098,0.0,0
35.0,management,single,tertiary,no,1750.0,yes,no,cellular,22,oct,53.375,success,no,0.0,6.0473721790462776,0.6931471805599453,1.252762968495368,2
52.0,blue-collar,married,secondary,no,4087.0,no,yes,cellular,22,jul,-1.0,unknown,no,0.0,6.937314081223682,1.3862943611198906,0.0,3
30.0,technician,single,secondary,no,728.0,yes,no,cellular,5,feb,53.375,other,no,0.0,5.976350909297934,0.6931471805599453,0.6931471805599453,2
37.0,self-employed,married,tertiary,no,0.0,no,no,unknown,6,jun,-1.0,unknown,no,0.0,4.969813299576001,0.6931471805599453,0.0,1
33.0,self-employed,married,tertiary,no,263.0,no,no,cellular,16,nov,53.375,failure,no,0.0,4.382026634673881,1.6094379124341003,1.252762968495368,2
52.0,management,married,tertiary,no,601.0,yes,no,unknown,14,may,-1.0,unknown,no,0.0,5.521460917862246,1.0986122886681098,0.0,1
29.0,admin.,married,secondary,no,4087.0,yes,yes,cellular,14,may,53.375,failure,no,0.0,6.284134161070802,0.6931471805599453,1.0986122886681098,2
28.0,admin.,single,secondary,no,1076.0,yes,no,unknown,2,jun,-1.0,unknown,no,0.0,6.2878585601617845,1.791759469228055,0.0,1
37.0,blue-collar,married,secondary,no,-57.0,yes,yes,cellular,7,may,-1.0,unknown,no,0.0,4.02535169073515,1.791759469228055,0.0,0
33.0,admin.,single,tertiary,no,2.0,no,no,cellular,29,jan,-1.0,unknown,no,0.0,4.890349128221754,1.0986122886681098,0.0,0
32.0,technician,married,tertiary,no,514.0,yes,no,unknown,20,may,-1.0,unknown,no,0.0,6.028278520230698,1.0986122886681098,0.0,1
25.0,blue-collar,single,secondary,no,-375.0,yes,no,cellular,14,jul,-1.0,unknown,no,0.0,4.127134385045092,1.0986122886681098,0.0,1
37.0,technician,married,secondary,no,28.0,no,no,cellular,21,aug,-1.0,unknown,no,0.0,4.624972813284271,1.0986122886681098,0.0,0
34.0,management,single,tertiary,no,404.0,yes,no,cellular,5,feb,-1.0,unknown,no,0.0,2.3978952727983707,1.9459101490553132,0.0,0
40.0,unemployed,married,secondary,no,3430.0,yes,no,cellular,20,nov,-1.0,unknown,no,0.0,6.9411900550683745,1.3862943611198906,0.0,3
40.0,management,married,secondary,no,99.0,no,no,cellular,9,feb,-1.0,unknown,no,0.0,2.772588722239781,1.791759469228055,0.0,0
38.0,services,married,secondary,no,2669.0,yes,no,cellular,20,apr,-1.0,unknown,no,0.0,5.342334251964811,1.0986122886681098,0.0,3
39.0,management,single,tertiary,no,202.0,yes,no,cellular,12,may,53.375,other,no,0.0,4.0943445622221,0.6931471805599453,0.6931471805599453,2
37.0,management,single,unknown,no,715.0,yes,no,unknown,20,may,-1.0,unknown,no,0.0,5.5134287461649825,1.0986122886681098,0.0,1
35.0,blue-collar,married,secondary,no,674.0,yes,no,unknown,30,may,-1.0,unknown,no,0.0,5.616771097666572,1.0986122886681098,0.0,0
33.0,management,single,tertiary,no,312.0,no,no,cellular,11,aug,53.375,failure,no,0.0,5.605802066295998,0.6931471805599453,1.252762968495368,2
